split,sentence_id,aspect_id,text,term,term_normalized,polarity
train,2580,2580::term::1,"If it isn't for the food (A+++), it must be the service or the ambience.",service,service,positive
train,2580,2580::term::2,"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,ambience,positive
train,3341,3341::term::0,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,chef,negative
train,3341,3341::term::1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,staff,negative
train,722,722::term::0,"I like the ambience, it's very dark and original.",ambience,ambience,positive
train,3685,3685::term::0,"Overall, not worth the money.",money,money,negative
train,346,346::term::0,This place is not worth the prices.,prices,prices,negative
train,2672,2672::term::0,We left after one drink.,drink,drink,neutral
train,1231,1231::term::0,Pick a bagel has the best bagels in the city.,bagels,bagels,positive
train,1676,1676::term::0,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",atmosphere,atmosphere,conflict
train,3666,3666::term::0,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,waiting area,negative
train,3666,3666::term::1,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,seat,seat,negative
train,3666,3666::term::2,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,bar,bar,neutral
train,3666,3666::term::3,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,wait,wait,negative
train,2210,2210::term::0,"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",food,food,negative
train,2210,2210::term::1,"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",flavor,flavor,negative
train,2210,2210::term::2,"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",dish,dish,negative
train,2210,2210::term::3,"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",spice,spice,negative
train,1699,1699::term::0,The fried dumplings are GREAT!,fried dumplings,fried dumplings,positive
train,147,147::term::0,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,bbq ribs,positive
train,2051,2051::term::0,Ive been here so many times the waiters know my name.,waiters,waiters,neutral
train,862,862::term::0,The decor is very simple but comfortable.,decor,decor,conflict
train,3638,3638::term::0,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,argentinian pizza,neutral
train,3638,3638::term::1,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,lunch,neutral
train,3638,3638::term::2,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Pelligrino,pelligrino,positive
train,3638,3638::term::3,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pizza,pizza,positive
train,3638,3638::term::4,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,goat cheese,positive
train,3638,3638::term::5,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,blue cheese,positive
train,3088,3088::term::0,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,kamasutra,kamasutra,positive
train,3088,3088::term::1,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,bombay cosmopolitan,bombay cosmopolitan,positive
train,3364,3364::term::0,This is the perfect date spot for Williamsburg couples.,date spot,date spot,positive
train,2083,2083::term::0,The dim sum here is only so-so.,dim sum,dim sum,neutral
train,1411,1411::term::0,"$6 and there is much tasty food, all of it fresh and continually refilled.",food,food,positive
train,1566,1566::term::0,"Just straight up cheap, good food.",food,food,positive
train,126,126::term::0,Seating is ok even though sometimes there's alot of people.,Seating,seating,neutral
train,1985,1985::term::0,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost,cost,negative
train,1985,1985::term::1,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",botle of wine,botle of wine,conflict
train,2320,2320::term::0,"Service was slow, but the people were friendly.",Service,service,negative
train,2320,2320::term::1,"Service was slow, but the people were friendly.",people,people,positive
train,2991,2991::term::0,The steak was very fatty and the sauce was overpowering and not very tasty.,steak,steak,negative
train,2991,2991::term::1,The steak was very fatty and the sauce was overpowering and not very tasty.,sauce,sauce,negative
train,2146,2146::term::0,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",staff,staff,positive
train,2146,2146::term::1,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",food,food,positive
train,2146,2146::term::2,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",atmosphere,atmosphere,positive
train,2474,2474::term::0,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food,food,conflict
train,2474,2474::term::1,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,steak dish,negative
train,2714,2714::term::0,They have a very diverse menu so its something for everybody.,menu,menu,positive
train,3672,3672::term::0,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff,staff,negative
train,3672,3672::term::1,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,sushi,sushi,neutral
train,3672,3672::term::2,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,check,check,neutral
train,3672,3672::term::3,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,dinner,dinner,neutral
train,3672,3672::term::4,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,bar,neutral
train,2428,2428::term::0,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,food spot,positive
train,2165,2165::term::0,The bagel was huge.,bagel,bagel,neutral
train,1207,1207::term::0,Get the tuna of gari.,tuna,tuna,positive
train,182,182::term::0,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,somosas,positive
train,182,182::term::1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai,chai,positive
train,182,182::term::2,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,chole,positive
train,182,182::term::3,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,dhosas,negative
train,182,182::term::4,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,dhal,negative
train,1416,1416::term::0,Edible but really a ripoff at those prices given whats in the area.,prices,prices,negative
train,196,196::term::0,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,staff,conflict
train,196,196::term::1,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom,bathroom,negative
train,2748,2748::term::0,The service was the only thing good about this restaurant.,service,service,positive
train,1818,1818::term::0,Service- friendly and attentive.,Service,service,positive
train,3072,3072::term::0,Service was very prompt but slightly rushed.,Service,service,conflict
train,1718,1718::term::0,"Great food, great decor, great service.",food,food,positive
train,1718,1718::term::1,"Great food, great decor, great service.",decor,decor,positive
train,1718,1718::term::2,"Great food, great decor, great service.",service,service,positive
train,2207,2207::term::0,"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",tables,tables,neutral
train,2207,2207::term::1,"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,space,neutral
train,3095,3095::term::0,"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer,palak paneer,neutral
train,3095,3095::term::1,"The palak paneer was standard, and I was not a fan of the malai kofta.",malai kofta,malai kofta,neutral
train,2002,2002::term::0,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining,dining,positive
train,2002,2002::term::1,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,price,price,positive
train,441,441::term::0,"Yeah, sometimes the service can be slow.",service,service,negative
train,2948,2948::term::0,There was no ambiance.,ambiance,ambiance,negative
train,474,474::term::0,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food,food,positive
train,474,474::term::1,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",service,service,positive
train,3662,3662::term::0,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,service,positive
train,3662,3662::term::1,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,dish,positive
train,3662,3662::term::2,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls,spring rolls,positive
train,3662,3662::term::3,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,cod with pineapple tempura,positive
train,2471,2471::term::0,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",bottle,bottle,neutral
train,2471,2471::term::1,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",waitress,waitress,negative
train,2471,2471::term::2,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",price,price,negative
train,1192,1192::term::0,"They sell special sushi, everything have a topping, sauce and etc.",sushi,sushi,positive
train,1192,1192::term::1,"They sell special sushi, everything have a topping, sauce and etc.",sauce,sauce,positive
train,1192,1192::term::2,"They sell special sushi, everything have a topping, sauce and etc.",topping,topping,positive
train,1373,1373::term::0,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,taste,negative
train,2686,2686::term::0,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,service,positive
train,2686,2686::term::1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,place,negative
train,1952,1952::term::0,The service was excellent and the food was delicious.,service,service,positive
train,1952,1952::term::1,The service was excellent and the food was delicious.,food,food,positive
train,917,917::term::0,Service was also very good.,Service,service,positive
train,1325,1325::term::0,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,meal,positive
train,3016,3016::term::0,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions,portions,negative
train,3016,3016::term::1,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",qualities,qualities,negative
train,1528,1528::term::0,I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,food,positive
train,1162,1162::term::0,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere,atmosphere,positive
train,1162,1162::term::1,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",music,music,positive
train,1162,1162::term::2,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",dress cod,dress cod,negative
train,2796,2796::term::0,love the food.,food,food,positive
train,3634,3634::term::0,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,candles,positive
train,3634,3634::term::1,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,dinner,positive
train,3634,3634::term::2,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,surrounding,positive
train,3634,3634::term::3,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,pictures,pictures,positive
train,822,822::term::0,All the desserts the group tried got favorable reviews.,desserts,desserts,positive
train,2256,2256::term::0,There's something smooth about sipping sake upper east side style.,sake,sake,positive
train,2321,2321::term::0,It's a nice place to relax and have conversation.,place,place,positive
train,2611,2611::term::0,Best Reuben sandwich ever!,Reuben sandwich,reuben sandwich,positive
train,1716,1716::term::0,Lucky Strike is a great casual place to just grab a bite to eat.,place,place,positive
train,1003,1003::term::0,Wonderful strawberry daiquiries as well!,strawberry daiquiries,strawberry daiquiries,positive
train,1614,1614::term::0,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",dinner,dinner,neutral
train,2109,2109::term::0,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",sushi,sushi,negative
train,2109,2109::term::1,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",wait service,wait service,negative
train,2109,2109::term::2,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",atmosphere,atmosphere,conflict
train,2109,2109::term::3,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",area,area,negative
train,508,508::term::0,Frites were delicious if a bit on the thick side.,Frites,frites,positive
train,785,785::term::0,Here you get the zen feel without feeling rigid.,zen feel,zen feel,positive
train,665,665::term::0,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,drink,neutral
train,665,665::term::1,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,bar,neutral
train,665,665::term::2,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,wait time,negative
train,140,140::term::0,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,positive
train,1168,1168::term::0,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,table,table,neutral
train,1168,1168::term::1,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,rice congee soup,neutral
train,3162,3162::term::0,"Overall, the best bagel in town.",bagel,bagel,positive
train,969,969::term::0,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",summer rolls,summer rolls,positive
train,407,407::term::0,The sushi seemed pretty fresh and was adequately proportioned.,sushi,sushi,positive
train,922,922::term::0,but the service was a bit slow.,service,service,negative
train,1060,1060::term::0,Spreads and toppings are great - though a bit pricey.,Spreads,spreads,positive
train,1060,1060::term::1,Spreads and toppings are great - though a bit pricey.,toppings,toppings,positive
train,352,352::term::0,"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",pizza,pizza,positive
train,888,888::term::0,No one asked what was wrong as we left with nothing touched on our plates.,plates,plates,neutral
train,2121,2121::term::0,Indoor was very cozy and cute.,Indoor,indoor,positive
train,559,559::term::0,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,brunch,brunch,positive
train,559,559::term::1,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,mimosas,mimosas,positive
train,1302,1302::term::0,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,prices,negative
train,1302,1302::term::1,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,prices,negative
train,1302,1302::term::2,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,food,negative
train,1302,1302::term::3,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,service,negative
train,588,588::term::0,"The service was excellent, the food was excellent, but the entire experience was very cool.",service,service,positive
train,588,588::term::1,"The service was excellent, the food was excellent, but the entire experience was very cool.",food,food,positive
train,2289,2289::term::0,The service is good and the resturant is clean.,service,service,positive
train,527,527::term::0,"Great spot, whether looking for a couple of drinks or quiet dinner.",drinks,drinks,positive
train,527,527::term::1,"Great spot, whether looking for a couple of drinks or quiet dinner.",dinner,dinner,positive
train,527,527::term::2,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,spot,positive
train,2478,2478::term::0,Just stick with the small dishes!,dishes,dishes,negative
train,945,945::term::0,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",cafe,cafe,positive
train,945,945::term::1,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",outdoor chairs,outdoor chairs,positive
train,945,945::term::2,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",tables,tables,positive
train,945,945::term::3,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,service,negative
train,1642,1642::term::0,I've rarely had a problem with slow staff in the 10 years I've been going.,staff,staff,positive
train,1766,1766::term::0,Food is excellent.,Food,food,positive
train,2573,2573::term::0,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,salads,positive
train,2573,2573::term::1,Although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce,lettuce,neutral
train,2573,2573::term::2,Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,walnuts,neutral
train,2323,2323::term::0,Excellent lunch buffet for only $6.95.,lunch buffet,lunch buffet,positive
train,2281,2281::term::0,"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine,cuisine,negative
train,983,983::term::0,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,priced,positive
train,983,983::term::1,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,dinner,positive
train,983,983::term::2,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch,lunch,positive
train,2571,2571::term::0,"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,ambience,positive
train,2122,2122::term::0,"The portion sizes here are huge, and the sushi is good.",portion sizes,portion sizes,positive
train,2122,2122::term::1,"The portion sizes here are huge, and the sushi is good.",sushi,sushi,positive
train,2350,2350::term::0,My boyfriend ate tuna and it was cooked perfectly!,tuna,tuna,positive
train,1119,1119::term::0,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,menu,neutral
train,1119,1119::term::1,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",pad thai,pad thai,neutral
train,1119,1119::term::2,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",tom yum soup,tom yum soup,neutral
train,1158,1158::term::0,"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,food,positive
train,220,220::term::0,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,caviar,positive
train,220,220::term::1,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,service,positive
train,2285,2285::term::0,You can't say its cheap because food is cheaper in Chinatown.,food,food,conflict
train,3254,3254::term::0,I have eaten there 3-4 times and the food was always good.,food,food,positive
train,2216,2216::term::0,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait,wait,negative
train,1467,1467::term::0,"great eats, good times.",eats,eats,positive
train,970,970::term::0,"Grilled whole fish wonderful, great spicing.",fish,fish,positive
train,3506,3506::term::0,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",Tuscan cuisine,tuscan cuisine,conflict
train,3506,3506::term::1,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",Neapolitan fare,neapolitan fare,positive
train,1123,1123::term::0,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,entrees,negative
train,1123,1123::term::1,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls,summer rolls,positive
train,1123,1123::term::2,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,owner,positive
train,2314,2314::term::0,The service was great as well.,service,service,positive
train,397,397::term::0,Try the lobster teriyaki and the rose special roll.,lobster teriyaki,lobster teriyaki,positive
train,397,397::term::1,Try the lobster teriyaki and the rose special roll.,rose special roll,rose special roll,positive
train,1395,1395::term::0,Another plus is most of the entrees are approx.,entrees,entrees,positive
train,2987,2987::term::0,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,food,positive
train,2987,2987::term::1,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",atmosphere,atmosphere,positive
train,3457,3457::term::0,From the moment we walked in they were more than accomodating even though the place was packed.,place,place,negative
train,938,938::term::0,"I found the food, service and value exceptional everytime I have been there.",food,food,positive
train,938,938::term::1,"I found the food, service and value exceptional everytime I have been there.",service,service,positive
train,938,938::term::2,"I found the food, service and value exceptional everytime I have been there.",value,value,positive
train,3177,3177::term::0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,foods,negative
train,2931,2931::term::0,"The food is definitely good, but I left a bit disappointed.",food,food,positive
train,3017,3017::term::0,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine,glass of wine,neutral
train,3017,3017::term::1,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of beer,glass of beer,neutral
train,3017,3017::term::2,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",dinner,dinner,neutral
train,1366,1366::term::0,"The drinks are a saving grace, but service staff, please, get over yourselves.",drinks,drinks,positive
train,1366,1366::term::1,"The drinks are a saving grace, but service staff, please, get over yourselves.",service staff,service staff,negative
train,2309,2309::term::0,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,delivery guys,negative
train,2785,2785::term::0,The all-Italian staff is warm and engaging from the start.,staff,staff,positive
train,1638,1638::term::0,The prices are exceptionally reasonable for food of this caliber.,prices,prices,positive
train,1638,1638::term::1,The prices are exceptionally reasonable for food of this caliber.,food,food,positive
train,2472,2472::term::0,If you go here - your focus should be the Tamarind Margaritas.,Tamarind Margaritas,tamarind margaritas,positive
train,260,260::term::0,The filet mignon dish was superb!,filet mignon dish,filet mignon dish,positive
train,3482,3482::term::0,I had been a regular due to the consistently good food and ease of getting a table.,food,food,positive
train,3482,3482::term::1,I had been a regular due to the consistently good food and ease of getting a table.,getting a table,getting a table,positive
train,2807,2807::term::0,This place is the most Japanese it can ever get.,place,place,positive
train,3120,3120::term::0,"The food is good, I can't lie.",food,food,positive
train,3590,3590::term::0,"great food, lt's of it, more then one person can eat!",food,food,positive
train,1534,1534::term::0,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich,pastrami on challah sandwich,positive
train,1534,1534::term::1,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",soups,soups,positive
train,1534,1534::term::2,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",knishes,knishes,positive
train,1778,1778::term::0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,atmosphere,neutral
train,3071,3071::term::0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,atomosphere,positive
train,3071,3071::term::1,Cozy romantic atomosphere with only around 15 tables at most.,tables,tables,positive
train,47,47::term::0,This place is worth going even if only for their beer.,beer,beer,positive
train,2995,2995::term::0,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,scallops,positive
train,2995,2995::term::1,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,mahi mahi on saffron risotto,positive
train,2215,2215::term::0,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,ambience,positive
train,2215,2215::term::1,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices,prices,positive
train,2215,2215::term::2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,food,positive
train,2100,2100::term::0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers,go go hamburgers,negative
train,479,479::term::0,The sandwhiches are out-of-this world!,sandwhiches,sandwhiches,positive
train,3379,3379::term::0,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",Thia food,thia food,positive
train,1733,1733::term::0,Decor is charming.,Decor,decor,positive
train,1885,1885::term::0,The food was very well prepared.,food,food,positive
train,1358,1358::term::0,Really tasty spring rolls and noodles for a good price though.,spring rolls,spring rolls,positive
train,1358,1358::term::1,Really tasty spring rolls and noodles for a good price though.,noodles,noodles,positive
train,1358,1358::term::2,Really tasty spring rolls and noodles for a good price though.,price,price,positive
train,2389,2389::term::0,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dim sum,dim sum,negative
train,2389,2389::term::1,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",food,food,positive
train,2389,2389::term::2,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",portions,portions,negative
train,2389,2389::term::3,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dishes,dishes,neutral
train,2389,2389::term::4,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,dish,neutral
train,3087,3087::term::0,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,drinks,negative
train,3087,3087::term::1,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",bars,bars,negative
train,3087,3087::term::2,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,drinks,positive
train,2847,2847::term::0,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",stuff,stuff,positive
train,2847,2847::term::1,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",waiter,waiter,positive
train,2847,2847::term::2,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",dessert,dessert,positive
train,2847,2847::term::3,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",staff,staff,positive
train,418,418::term::0,"The food arrived 20 minutes after I called, cold and soggy.",food,food,negative
train,871,871::term::0,"If you go for the pre-theatre menu, it's an even greater deal.",pre-theatre menu,pre-theatre menu,positive
train,3266,3266::term::0,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",seafood,seafood,positive
train,3266,3266::term::1,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",vegetables,vegetables,positive
train,3266,3266::term::2,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",portion size,portion size,negative
