split,sentence_id,category_id,text,category,polarity
train,3558,3558::cat::0,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",food,positive
train,3063,3063::cat::0,Finally!,anecdotes/miscellaneous,positive
train,1977,1977::cat::0,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",ambience,conflict
train,87,87::cat::0,"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",anecdotes/miscellaneous,neutral
train,2499,2499::cat::0,I've never been disappointed.,anecdotes/miscellaneous,positive
train,2093,2093::cat::0,I won't go back unless someone else is footing the bill.,price,negative
train,2153,2153::cat::0,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",service,positive
train,721,721::cat::0,"From the street it looks very hidden, and is actually an old warehouse.",anecdotes/miscellaneous,neutral
train,1156,1156::cat::0,Jimmy's is hands down the hottest night spot in the Bronx.,ambience,positive
train,2409,2409::cat::0,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,negative
train,3233,3233::cat::0,My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,anecdotes/miscellaneous,positive
train,2359,2359::cat::0,"The $300 bill was a bit steep, but the experience was great.",price,negative
train,3545,3545::cat::0,"I wouldn't mind going back some time, but not before trying others nearby.",anecdotes/miscellaneous,conflict
train,2968,2968::cat::0,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,positive
train,2968,2968::cat::1,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",ambience,positive
train,210,210::cat::0,I found this restaurant to be one that truly values its patrons.,anecdotes/miscellaneous,positive
train,382,382::cat::0,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",food,positive
train,1715,1715::cat::0,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,food,positive
train,1517,1517::cat::0,"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.",anecdotes/miscellaneous,positive
train,611,611::cat::0,Simple comfort food and what hot and lage portions.,food,positive
train,2379,2379::cat::0,But I just would like to say I read the reviews people left and thats why I checked it out.,anecdotes/miscellaneous,neutral
train,1643,1643::cat::0,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",food,negative
train,2305,2305::cat::0,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",anecdotes/miscellaneous,neutral
train,2989,2989::cat::0,We didn't get drink refills and she didn't even offer us the option of dessert.,service,negative
train,848,848::cat::0,Beautiful experience.,anecdotes/miscellaneous,positive
train,2156,2156::cat::0,The bagels are also reasonably priced for NYC.,price,positive
train,1966,1966::cat::0,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",anecdotes/miscellaneous,positive
train,2088,2088::cat::0,Decor leaves something to be desired.,ambience,negative
train,1150,1150::cat::0,Jimmy is Dominican!,anecdotes/miscellaneous,neutral
train,185,185::cat::0,"Also, specify if you like your food spicy- its rather bland if you don't.",food,neutral
train,1710,1710::cat::0,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",service,positive
train,1710,1710::cat::1,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",ambience,positive
train,1710,1710::cat::2,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",price,negative
train,1710,1710::cat::3,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,negative
train,2610,2610::cat::0,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),anecdotes/miscellaneous,neutral
train,649,649::cat::0,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",food,positive
train,649,649::cat::1,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",anecdotes/miscellaneous,positive
train,649,649::cat::2,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",price,positive
train,3450,3450::cat::0,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",service,neutral
train,974,974::cat::0,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",food,positive
train,3089,3089::cat::0,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",ambience,positive
train,647,647::cat::0,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",food,positive
train,2954,2954::cat::0,The neighborhood was nice though so check out another restaurant instead.,anecdotes/miscellaneous,negative
train,378,378::cat::0,My fish was delicious in an incredible curry sauce.,food,positive
train,490,490::cat::0,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,anecdotes/miscellaneous,positive
train,3245,3245::cat::0,"Even upon delivery, their juicy pork buns are quite good . .",food,positive
train,1426,1426::cat::0,This is also where I was from.,anecdotes/miscellaneous,neutral
train,1992,1992::cat::0,Everything is for sale in here including the sculptured iron statue on the table.,anecdotes/miscellaneous,neutral
train,414,414::cat::0,"Average to good Thai food, but terrible delivery.",food,positive
train,414,414::cat::1,"Average to good Thai food, but terrible delivery.",service,negative
train,1857,1857::cat::0,The space is nice but when we order our drink we were in for a surprise.,anecdotes/miscellaneous,neutral
train,1857,1857::cat::1,The space is nice but when we order our drink we were in for a surprise.,ambience,positive
train,164,164::cat::0,The entire place and the treatment we received felt as a conveyor belt.,service,negative
train,164,164::cat::1,The entire place and the treatment we received felt as a conveyor belt.,ambience,negative
train,1480,1480::cat::0,Joe's Pizza used to have the best slice until this pizzeria opened up.,anecdotes/miscellaneous,positive
train,904,904::cat::0,I in all reality felt as if I had just gotten off Air France and was in the 8th District in Paris.,ambience,positive
train,3094,3094::cat::0,I have never had anything like it!,anecdotes/miscellaneous,positive
train,1717,1717::cat::0,"Yeah the crowd can take it a bit seriously, but it shouldn't.",anecdotes/miscellaneous,neutral
train,3663,3663::cat::0,And they provided a delicious dessert on the house!,food,positive
train,3663,3663::cat::1,And they provided a delicious dessert on the house!,price,positive
train,3663,3663::cat::2,And they provided a delicious dessert on the house!,service,positive
train,3250,3250::cat::0,"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",service,negative
train,3366,3366::cat::0,"The food is amazing, rich pastas and fresh doughy pizza.",food,positive
train,3073,3073::cat::0,"Food was very good, but not what I would consider out of this world.",food,positive
train,3303,3303::cat::0,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,food,positive
train,1299,1299::cat::0,"I am Indian, and I have tried many Indian places in NY.",anecdotes/miscellaneous,neutral
train,704,704::cat::0,"Try the Pad Thai, it's fabulous and their prices are so cheap!",food,positive
train,704,704::cat::1,"Try the Pad Thai, it's fabulous and their prices are so cheap!",price,positive
train,2488,2488::cat::0,"On a recent Saturday night, I was with a group of 5 at the Bread Bar.",anecdotes/miscellaneous,neutral
train,1839,1839::cat::0,Food is great and inexpensive.,food,positive
train,1839,1839::cat::1,Food is great and inexpensive.,price,positive
train,1756,1756::cat::0,The price very reasonable.,price,positive
train,29,29::cat::0,"Dessert - can't be missed, so save room!!!",food,positive
train,484,484::cat::0,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,positive
train,1993,1993::cat::0,"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road",price,negative
train,2574,2574::cat::0,Ingredients are organic which is a real plus for me.,food,positive
train,3595,3595::cat::0,It was so bad I actually refused to pay for my food.,anecdotes/miscellaneous,negative
train,3595,3595::cat::1,It was so bad I actually refused to pay for my food.,food,negative
train,1097,1097::cat::0,I recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,anecdotes/miscellaneous,positive
train,1097,1097::cat::1,I recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,food,positive
train,1097,1097::cat::2,I recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,price,positive
train,2844,2844::cat::0,"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!",anecdotes/miscellaneous,positive
train,2844,2844::cat::1,"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!",price,negative
train,2692,2692::cat::0,"The staff was very attentive, the ambience lovely, and the food superb.",food,positive
train,2692,2692::cat::1,"The staff was very attentive, the ambience lovely, and the food superb.",service,positive
train,2692,2692::cat::2,"The staff was very attentive, the ambience lovely, and the food superb.",ambience,positive
train,2590,2590::cat::0,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,negative
train,71,71::cat::0,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,food,positive
train,71,71::cat::1,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,positive
train,71,71::cat::2,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,ambience,positive
train,1584,1584::cat::0,THE FRANKENSTEIN SHOW WAS THE BEST.,anecdotes/miscellaneous,positive
train,2957,2957::cat::0,"The waiters are sweet, the food is tasty and the bill is never too large.",food,positive
train,2957,2957::cat::1,"The waiters are sweet, the food is tasty and the bill is never too large.",service,positive
train,2957,2957::cat::2,"The waiters are sweet, the food is tasty and the bill is never too large.",price,positive
train,2235,2235::cat::0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",anecdotes/miscellaneous,negative
train,3633,3633::cat::0,"The service was superb, they treat you like family.",service,positive
train,2696,2696::cat::0,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",anecdotes/miscellaneous,neutral
train,2696,2696::cat::1,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,positive
train,1186,1186::cat::0,"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",service,positive
train,3224,3224::cat::0,"The menu may be small, but everything on it is delicious.",food,conflict
train,1154,1154::cat::0,Too bad Latin Quarters closed.,anecdotes/miscellaneous,neutral
train,935,935::cat::0,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,food,negative
train,3306,3306::cat::0,It was divine melts in your mouth.,food,positive
train,2312,2312::cat::0,Stumbled upon this gem of a pizza place and I will be going back frequently.,anecdotes/miscellaneous,positive
train,1742,1742::cat::0,I live a block away and go to Patsy's frequently.,anecdotes/miscellaneous,neutral
train,3355,3355::cat::0,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",food,positive
train,3355,3355::cat::1,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",price,negative
train,331,331::cat::0,"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant.",anecdotes/miscellaneous,neutral
train,637,637::cat::0,"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",ambience,positive
train,2029,2029::cat::0,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,anecdotes/miscellaneous,neutral
train,2029,2029::cat::1,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,service,positive
train,2258,2258::cat::0,Kudos Haru,anecdotes/miscellaneous,positive
train,2341,2341::cat::0,We arrived on time for our reservation and seated promptly.The,anecdotes/miscellaneous,neutral
train,2341,2341::cat::1,We arrived on time for our reservation and seated promptly.The,service,positive
train,679,679::cat::0,I plan on eating here more often.,anecdotes/miscellaneous,positive
train,2004,2004::cat::0,"I would definitely go back for a very special occasion, but not for regular fine dining.",anecdotes/miscellaneous,conflict
train,644,644::cat::0,"The well mannered, pleasant staff that Tony has in his employ.",service,positive
train,2007,2007::cat::0,The flavors robust and subtle.,food,positive
train,723,723::cat::0,I came here for my friend's birthday and keep coming back ever since.,anecdotes/miscellaneous,positive
train,314,314::cat::0,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",food,positive
train,314,314::cat::1,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",price,positive
train,3107,3107::cat::0,"I would never wait for a table to eat, it just is not THAT great.",anecdotes/miscellaneous,negative
train,580,580::cat::0,"We concluded with tiramisu chocolate cake, both were delicious.",food,positive
train,1295,1295::cat::0,The counter service is bad.,service,negative
train,1590,1590::cat::0,I had a grat time at Jekyll and Hyde!,anecdotes/miscellaneous,positive
train,2701,2701::cat::0,"Service here was great, food was fantastic.",food,positive
train,2701,2701::cat::1,"Service here was great, food was fantastic.",service,positive
train,2514,2514::cat::0,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",anecdotes/miscellaneous,conflict
train,997,997::cat::0,"This is such a lovely, peaceful place to eat outside.",ambience,positive
train,470,470::cat::0,and we were thouroughly disapointed.,anecdotes/miscellaneous,negative
train,2730,2730::cat::0,This is the Jackel and Hideof the restaurants on the UES.,anecdotes/miscellaneous,neutral
train,1491,1491::cat::0,The sauce is delicious and the crust is perfect.,food,positive
train,1001,1001::cat::0,"This is a great place to take out-of-towners, and perfect for watching the sunset.",anecdotes/miscellaneous,positive
train,1001,1001::cat::1,"This is a great place to take out-of-towners, and perfect for watching the sunset.",ambience,positive
train,906,906::cat::0,Since my first dinner I have had the chance to have brunch at Orsay 3x.,anecdotes/miscellaneous,neutral
train,758,758::cat::0,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",food,neutral
train,758,758::cat::1,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",price,negative
train,758,758::cat::2,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",ambience,negative
train,1601,1601::cat::0,They have some great entrees here as well.,food,positive
train,2877,2877::cat::0,"Our teenage kids love it, too.",anecdotes/miscellaneous,positive
train,2195,2195::cat::0,The service is not consistently excellent -- just decent.,service,neutral
train,1917,1917::cat::0,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive
train,1796,1796::cat::0,You guys are awesome!,anecdotes/miscellaneous,positive
train,2252,2252::cat::0,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",food,positive
train,2252,2252::cat::1,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",service,positive
train,3679,3679::cat::0,I loved this place!!,anecdotes/miscellaneous,positive
train,3668,3668::cat::0,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,food,positive
train,928,928::cat::0,I care more about the food and ambience.,food,neutral
train,928,928::cat::1,I care more about the food and ambience.,ambience,neutral
train,1794,1794::cat::0,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",food,negative
train,1794,1794::cat::1,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",price,negative
train,3652,3652::cat::0,Avoid at all costs.,anecdotes/miscellaneous,negative
train,2853,2853::cat::0,I would highly recommend this place to everyone for any occasion!,anecdotes/miscellaneous,positive
train,1163,1163::cat::0,The service is fantastic.,service,positive
train,216,216::cat::0,I recommend that you try this hidden spot which will surely blowup very soon,anecdotes/miscellaneous,positive
train,1109,1109::cat::0,The garlic mashed potatoes are hands down the best in the city!,food,positive
train,899,899::cat::0,Food and service was okay.,food,neutral
train,899,899::cat::1,Food and service was okay.,service,neutral
train,1349,1349::cat::0,"great for a romantic evening, or a fun evening with friends...",ambience,positive
train,934,934::cat::0,The lamb meat was under-cooked and EXTRMELY CHEWY.,food,negative
train,2199,2199::cat::0,The best pad thai i've ever had.,food,positive
train,188,188::cat::0,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food,negative
train,188,188::cat::1,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative
train,1748,1748::cat::0,Great pizza and fantastic service.,food,positive
train,1748,1748::cat::1,Great pizza and fantastic service.,service,positive
train,949,949::cat::0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,service,negative
train,390,390::cat::0,i would just ask for no oil next time.,anecdotes/miscellaneous,neutral
train,885,885::cat::0,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",food,negative
train,885,885::cat::1,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",ambience,positive
train,1428,1428::cat::0,I went there for lunch and it was not as good as I expected from the reviews I read.,anecdotes/miscellaneous,negative
train,826,826::cat::0,I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.,anecdotes/miscellaneous,neutral
train,1053,1053::cat::0,None of that yucky whipped stuff.,food,positive
train,1639,1639::cat::0,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",food,negative
train,1417,1417::cat::0,I ordered a Lassi and asked 4 times for it but never got it.,service,negative
train,3159,3159::cat::0,Their coffee is quite good too!,food,positive
train,190,190::cat::0,I would not recommend this place to anyone.,anecdotes/miscellaneous,negative
train,363,363::cat::0,"great wine list (italian), good food, service was INITIALLY fine.",food,positive
train,363,363::cat::1,"great wine list (italian), good food, service was INITIALLY fine.",service,conflict
train,2856,2856::cat::0,"Despite the fact that the space is large, they've overcrowded the floor with tables.",ambience,negative
train,1811,1811::cat::0,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",service,negative
train,1030,1030::cat::0,"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",service,conflict
train,2838,2838::cat::0,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",service,negative
train,3149,3149::cat::0,I had to ask her three times before she finally came back with the dish Ive requested.,service,negative
train,2780,2780::cat::0,"Normally that would be improper, however they were all delicious and my host did not complain.",food,positive
train,1782,1782::cat::0,Taxan delicious!,food,positive
train,403,403::cat::0,"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",anecdotes/miscellaneous,negative
train,3696,3696::cat::0,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",food,conflict
train,3696,3696::cat::1,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",price,positive
train,3419,3419::cat::0,"Southern Indian cuisine is still there, too.",food,neutral
train,468,468::cat::0,"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",anecdotes/miscellaneous,neutral
train,2876,2876::cat::0,Have been dozens of times and never failed to enjoy the experience.,anecdotes/miscellaneous,positive
train,2655,2655::cat::0,They couldn't even make a salad that was appealing.,food,negative
train,3570,3570::cat::0,For two people with tip was less than $25 bucks.,price,positive
train,2129,2129::cat::0,Killer Sushi!,food,positive
train,206,206::cat::0,Of course the reason its so packed is because the food is so delicious!,food,positive
train,3038,3038::cat::0,"Staffs are not that friendly, but the taste covers all.",food,positive
train,3038,3038::cat::1,"Staffs are not that friendly, but the taste covers all.",service,negative
train,3365,3365::cat::0,The jukebox plays everything from Italian Opera to The Strokes.,ambience,neutral
train,3708,3708::cat::0,And I've been to many NYC delis.,anecdotes/miscellaneous,neutral
train,2068,2068::cat::0,This place is always packed.,anecdotes/miscellaneous,neutral
train,1102,1102::cat::0,Much of the time it seems like they do not care about you.,service,negative
train,2742,2742::cat::0,Plus they made a perfect martini.,food,positive
train,278,278::cat::0,I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,food,neutral
train,3183,3183::cat::0,"I've eaten thai many times, and am very familiar with the cuisine.",anecdotes/miscellaneous,neutral
train,817,817::cat::0,The waiter was attentive.,service,positive
train,353,353::cat::0,Their Margarita is best I've had since I've returned from Naples!,food,positive
train,1932,1932::cat::0,I highly recommend the restaurant based on our experience last night.,anecdotes/miscellaneous,positive
train,213,213::cat::0,The tastes makes your mouth water for more.,food,positive
train,2214,2214::cat::0,I came into the city to try out this restaurant because a friend had recommended it to my husband.,anecdotes/miscellaneous,neutral
train,2261,2261::cat::0,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",food,positive
train,2261,2261::cat::1,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",service,positive
train,2772,2772::cat::0,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",food,neutral
train,2772,2772::cat::1,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",ambience,negative
train,2772,2772::cat::2,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",price,negative
train,3458,3458::cat::0,"All in all a wonderful experience, can't wait to come back.",anecdotes/miscellaneous,positive
train,2979,2979::cat::0,The food was actually aweful.,food,negative
train,3344,3344::cat::0,"after dining at B.O.G over twenty times now, its official !",anecdotes/miscellaneous,neutral
train,2399,2399::cat::0,They are served with a free appetizer and the portions are perfect for lunch.,food,positive
train,2399,2399::cat::1,They are served with a free appetizer and the portions are perfect for lunch.,price,positive
train,3520,3520::cat::0,There is actually space to breathe and the decor sets the tone for an intimate dinner.,ambience,positive
train,2263,2263::cat::0,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,positive
train,1902,1902::cat::0,"My husband and I both ordered the Steak, medium.",food,neutral
train,1902,1902::cat::1,"My husband and I both ordered the Steak, medium.",anecdotes/miscellaneous,neutral
train,341,341::cat::0,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",food,negative
train,1649,1649::cat::0,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,food,positive
train,1195,1195::cat::0,The sushi is average and the prices are anything but.,food,neutral
train,1195,1195::cat::1,The sushi is average and the prices are anything but.,price,negative
train,3247,3247::cat::0,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",food,positive
train,1693,1693::cat::0,Owner must have coem on this website to give himself credit.,anecdotes/miscellaneous,neutral
train,1496,1496::cat::0,Turned out there was full service upstairs and sat down.,anecdotes/miscellaneous,neutral
train,918,918::cat::0,I would go back.,anecdotes/miscellaneous,positive
train,1653,1653::cat::0,Definitely will be back!,anecdotes/miscellaneous,positive
train,2387,2387::cat::0,Several of the dim sum orders had about 6-8 pieces.,food,neutral
train,3326,3326::cat::0,I'm not sure why these other reviewers are whining so much.,anecdotes/miscellaneous,neutral
train,3388,3388::cat::0,they live up to the thai way of living.,anecdotes/miscellaneous,neutral
train,2382,2382::cat::0,If you have a dumpling fetish i suggest you try some here!,food,positive
train,517,517::cat::0,"Three page wine menu, one page entree and horedevous.",food,positive
train,1399,1399::cat::0,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food,positive
train,1399,1399::cat::1,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",service,positive
train,3488,3488::cat::0,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,service,negative
train,2423,2423::cat::0,"I live nearby and when they first opened, I ate there a lot.",anecdotes/miscellaneous,neutral
train,3117,3117::cat::0,And the food was fantastic.,food,positive
train,992,992::cat::0,This is the kind of place you'd like to take all your friends to and still keep a secret.,anecdotes/miscellaneous,positive
train,1024,1024::cat::0,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",food,positive
train,1024,1024::cat::1,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",ambience,positive
train,394,394::cat::0,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",food,neutral
train,1483,1483::cat::0,"They're also friendlier here, especially the owner, Kenny.",service,positive
train,2945,2945::cat::0,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",food,positive
train,2945,2945::cat::1,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",ambience,negative
train,3487,3487::cat::0,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,anecdotes/miscellaneous,neutral
train,3487,3487::cat::1,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,ambience,negative
train,1701,1701::cat::0,Winnie and her staff are the best crew you can find serving you.,service,positive
train,464,464::cat::0,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,conflict
train,464,464::cat::1,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambience,positive
train,2779,2779::cat::0,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",service,neutral
train,1086,1086::cat::0,You can even get packages of the chutneys to stock your fridge!,food,positive
train,1086,1086::cat::1,You can even get packages of the chutneys to stock your fridge!,service,positive
train,2539,2539::cat::0,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,food,positive
train,180,180::cat::0,Slightly on the pricey side but worth it!,price,conflict
train,2580,2580::cat::0,"If it isn't for the food (A+++), it must be the service or the ambience.",food,positive
train,2580,2580::cat::1,"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive
train,2580,2580::cat::2,"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,positive
train,3341,3341::cat::0,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",service,negative
train,3341,3341::cat::1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",food,negative
train,722,722::cat::0,"I like the ambience, it's very dark and original.",ambience,positive
train,57,57::cat::0,Not the typical NYC gimmick theme restaurant.,ambience,positive
train,832,832::cat::0,We were exploring Grand Central and didn't want to eat in the food court.,anecdotes/miscellaneous,neutral
train,3685,3685::cat::0,"Overall, not worth the money.",price,negative
train,346,346::cat::0,This place is not worth the prices.,price,negative
train,2672,2672::cat::0,We left after one drink.,anecdotes/miscellaneous,neutral
train,295,295::cat::0,Everything that happened was not even up to mediocre.,anecdotes/miscellaneous,negative
train,3296,3296::cat::0,Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,ambience,negative
train,1231,1231::cat::0,Pick a bagel has the best bagels in the city.,food,positive
train,1676,1676::cat::0,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",ambience,conflict
train,2547,2547::cat::0,It's called Gnochi alla nona and is found under Chef Specials.,food,neutral
train,72,72::cat::0,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,ambience,positive
train,3666,3666::cat::0,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,ambience,negative
train,2210,2210::cat::0,"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",food,negative
train,1699,1699::cat::0,The fried dumplings are GREAT!,food,positive
train,147,147::cat::0,This place has the best Chinese style BBQ ribs in the city.,food,positive
train,2051,2051::cat::0,Ive been here so many times the waiters know my name.,anecdotes/miscellaneous,neutral
train,862,862::cat::0,The decor is very simple but comfortable.,ambience,conflict
train,1920,1920::cat::0,I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.,anecdotes/miscellaneous,positive
train,3638,3638::cat::0,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",food,positive
train,54,54::cat::0,Heartland Brewery is a great way to start or finish your day.,anecdotes/miscellaneous,positive
